True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
False,0,-67,0,1,0,0,0,18
False,-1,-66,0,-27,0,0,1,18
False,-2,-65,0,-26,0,0,2,18
False,-3,-64,0,-25,0,0,3,17
False,-4,-63,0,-24,0,0,4,16
False,-5,-62,0,-23,0,0,5,15
False,-6,-61,0,-22,0,0,6,14
False,-7,-60,0,-21,0,0,7,13
False,-8,-59,0,-20,0,0,8,12
False,-9,-58,0,-19,0,0,9,11
False,-10,-57,0,-18,0,0,10,10
False,-11,-56,0,-17,0,0,11,9
False,-12,-55,0,-16,0,0,12,8
False,-13,-54,0,-16,0,0,13,7
False,-14,-53,0,-17,0,0,14,6
False,-15,-52,0,-19,0,0,15,5
False,-16,-51,0,-20,0,0,16,4
False,-17,-50,0,-21,0,0,17,3
False,-18,-49,0,-22,0,0,18,2
False,-19,-48,0,-23,0,0,19,1
False,-20,-47,0,25,0,0,20,18
False,-21,-46,0,-127,0,0,1,18
False,-22,-45,0,-127,0,0,2,18
False,-23,-44,0,-127,0,0,3,18
False,-24,-43,0,-127,0,0,4,18
False,-25,-42,0,-127,0,0,5,18
False,-26,-41,0,-127,0,0,6,18
False,-27,-40,0,-127,0,0,7,18
False,-28,-39,0,-127,0,0,8,17
False,-29,-38,0,-127,0,0,9,16
False,-30,-37,0,-127,0,0,10,15
False,-31,-36,0,-127,0,0,11,14
False,-32,-35,0,-127,0,0,12,13
False,-33,-34,0,-127,0,0,13,12
False,-34,-33,0,-127,0,0,14,11
False,-35,-32,0,-127,0,0,15,10
False,-36,-31,0,-127,0,0,16,9
False,-37,-30,0,-127,0,0,16,8
False,-38,-29,0,-127,0,0,16,7
False,-39,-28,0,-127,0,0,16,6
False,-40,-27,0,-127,0,0,16,5
False,-41,-26,0,-127,0,0,16,4
False,-42,-25,0,-127,0,0,16,3
False,-43,-24,0,-127,0,0,16,2
False,-44,-23,0,-127,0,0,16,1
False,-45,-22,0,99,0,0,16,1
False,-46,-21,0,26,0,0,1,21
False,-47,-20,0,-23,0,0,1,20
False,-48,-19,0,-22,0,0,2,19
False,-49,-18,0,-21,0,0,3,18
False,-50,-17,0,-20,0,0,4,17
False,-51,-16,0,-19,0,0,5,16
False,-52,-15,0,-18,0,0,6,15
False,-53,-14,0,-18,0,0,7,14
False,-54,-13,0,-18,0,0,8,13
False,-55,-12,0,-19,0,0,9,12
False,-56,-11,0,-20,0,0,10,11
False,-57,-10,0,-21,0,0,11,10
False,-58,-9,0,-22,0,0,12,9
False,-59,-8,0,-23,0,0,13,8
False,-60,-7,0,-24,0,0,14,7
False,-61,-6,0,-26,0,0,15,6
False,-62,-5,0,-27,0,0,16,5
False,-63,-4,0,-28,0,0,16,4
False,-64,-3,0,-29,0,0,16,3
False,-65,-2,0,-30,0,0,16,2
False,-66,-1,0,-31,0,0,16,1
False,-67,0,0,2,0,0,16,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
True,0,0,0,0,0,0,0,0
False,0,1,0,1,0,0,0,15
False,-1,-67,-1,-27,0,-1,1,17
False,-2,-66,-1,-26,-1,-1,2,17
False,-3,-65,-1,-25,-1,-1,3,17
False,-4,-64,-1,-24,-1,-1,4,17
False,-5,-63,-1,-23,-1,-1,5,16
False,-6,-62,-1,-22,-1,-1,6,15
False,-7,-61,-1,-21,-1,-1,7,14
False,-8,-60,-1,-20,-1,-1,8,13
False,-9,-59,-1,-19,-1,-1,9,12
False,-10,-58,-1,-18,-1,-1,10,11
False,-11,-57,-1,-17,-1,-1,11,10
False,-12,-56,-1,-16,-1,-1,12,9
False,-13,-55,-1,-15,-1,-1,13,8
False,-14,-54,-1,-15,-1,-1,14,7
False,-15,-53,-1,-16,-1,-1,15,6
False,-16,-52,-1,-18,-1,-1,16,5
False,-17,-51,-1,-19,-1,-1,17,4
False,-18,-50,-1,-20,-1,-1,18,3
False,-19,-49,-1,-21,-1,-1,19,2
False,-20,-48,-1,-22,-1,-1,20,1
